Latitude,Longitude,City,Temperature,Humidity,Cloudiness,Wind_Speed
56.72523105803425,84.7690263102399,samus,53.17,93,0,4.47
70.77718136401556,38.825261521316996,ostrovnoy,42.64,94,99,11.32
15.23870388465406,148.55287707960875,airai,78.92,54,6,1.3
58.69441585983798,100.11602957435107,kodinsk,66.5,52,4,1.92
20.053072910477074,75.67797513857002,sillod,73.4,94,90,5.82
50.88031452824508,23.18761487826039,krasnystaw,64.4,72,0,5.82
73.77370427393139,3.8677276985897002,sorland,53.27,86,0,12.39
19.97778017842821,121.10992078778769,basco,83.19,74,1,5.82
7.816130722336741,114.9753462117099,kota belud,77.81,65,75,6.93
5.22347584280946,3.4972294299260454,lagos,77,88,20,3.36
0.03259634293973912,72.61596507014097,thinadhoo,83.82,76,91,14.54
4.812894917027743,76.9688321510821,kanniyakumari,79.88,82,100,18.57
61.46191243720133,24.441460968372958,kangasala,54.52,100,75,1.12
39.38815829629713,69.7879913362196,isfana,73.4,27,0,11.18
27.53338232672026,94.16608658611753,lakhimpur,68.2,91,76,1.79
65.22907355856054,44.82449041128904,mezen,40.3,96,57,4.99
28.61445867833395,32.32263566898501,beni suef,76.67,63,0,9.84
16.129906023224514,65.65900562904535,mangrol,81.05,81,99,13.04
8.292908863326446,7.525073535115774,keffi,73.4,83,20,4.7
47.9690765634216,101.88353916421889,bulgan,55.27,80,100,1.52
34.90043043815632,125.82027620516219,seoul,84.04,70,40,2.68
7.98517079462118,12.55092319822569,tignere,66.47,97,100,0.43
4.665115771892259,73.17633894816156,eydhafushi,84.16,76,100,17.22
54.67131608684763,54.26563851072773,kandry,50.93,93,40,3.29
56.13155707031359,85.7118749039744,tayga,42.22,94,2,2.39
57.98525381362067,89.60282310317103,tyukhtet,60.17,97,47,1.66
67.16833781454153,124.1617622147231,zhigansk,59.54,67,0,14.5
67.48786728613864,36.39223601436671,lovozero,40.91,92,100,6.51
6.948259476496903,74.35026938319788,dhidhdhoo,84.07,78,100,19.24
36.39867431181368,48.05447968743736,zanjan,55.67,85,26,2.73
12.9388492163352,120.29064184481562,mamburao,80.11,85,100,14.63
45.47808874256805,138.59135438097152,svetlaya,62.83,54,100,8.79
25.80352953618167,25.078862305828405,jalu,75.85,57,0,7.56
44.866223695184495,28.278558691062297,dorobantu,73.99,67,0,3.27
47.314069971597824,97.0812003166374,kungurtug,54.62,87,82,0.65
29.394250705040516,19.267088929039893,ajdabiya,78.2,73,0,12.62
46.726089676212425,133.35680267026305,dalnerechensk,56.15,96,100,13.47
3.8623910882691206,11.8935469267057,mfou,68,100,75,3.36
15.27790209535322,124.79353491191206,pandan,83.69,77,100,26.19
51.0904963664896,136.11851034261193,gornyy,65.5,56,91,9.24
54.83469530347657,113.13115905420189,bagdarin,63.91,54,79,1.9
4.750329830253123,2.724543736789753,cotonou,77,88,40,13.87
30.740681404858105,10.99074232914393,nalut,88.41,20,0,7.58
51.589644117027355,115.61567914085734,pervomayskiy,65.86,91,100,16.2
19.957741150032664,54.22383246515546,salalah,78.8,94,90,3.36
54.91796498066247,54.23183373082648,sharan,72.84,59,18,1.9
24.41586952300902,79.32771166450839,shahgarh,76.96,93,97,11.86
42.68077555796431,125.2821031179805,dongfeng,71.92,85,1,5.46
54.08415255997978,133.03983061213904,tokur,61.18,67,99,4.09
48.524267392592506,28.771659847063404,vapnyarka,61,92,38,2.66
1.673199674086484,78.78807631472695,weligama,81.73,77,100,2.86
33.08873808827965,70.36519620336188,bannu,92.69,49,20,4.9
75.28923928970428,34.01953031070775,vardo,78.96,51,1,5.82
74.79532061769802,21.100931495613803,oksfjord,47.62,76,90,9.17
33.26187373111694,107.45010301350874,hanzhong,70.18,88,100,4.79
7.290223689197761,109.36912620539002,vung tau,77.77,89,100,15.75
17.538683960870948,26.155903485340925,kutum,68.43,86,100,16.55
3.450080705834755,154.53129871309508,kavieng,79.3,80,100,8.68
56.81287063990275,103.88701280926131,novaya igirma,64.58,46,2,3.22
49.695935327938955,139.58991663979788,vysokogornyy,63.93,53,78,7.31
53.71623212452729,115.20010532285143,verkh-usugli,63.8,56,100,1.86
59.74867003741423,27.80031512404221,sillamae,63.14,79,100,9.8
62.49708467223626,136.10361655444544,dzhebariki-khaya,63.44,73,90,5.82
25.676480504148284,101.41580370096081,panzhihua,66.38,86,85,0.87
4.396120671652433,36.78357512592457,jinka,65.03,78,69,4.16
34.46340453508185,75.57608887032293,pahalgam,61.97,91,89,1.48
18.140040381883452,78.88074581629691,siddipet,72.46,89,100,17.74
11.634634249175477,6.234498359955756,gusau,72.14,88,92,10.71
42.377004808710694,31.109352077140066,eregli,58.06,36,0,1.77
25.329372355953637,118.9293379393381,jiangkou,81.8,87,10,9.6
2.4333429224971903,34.464669842033025,moroto,69.42,71,58,3.76
61.132639067834766,156.1553582808194,omsukchan,52.72,75,94,5.19
85.74063426217984,18.585774454897642,longyearbyen,46.4,70,75,6.93
42.447986348168044,76.34747490074325,kemin,56.42,45,11,3.06
48.93360439759429,123.75493353736405,gannan,59.14,96,100,15.14
54.048601744237814,93.68115199377486,koshurnikovo,61.14,89,24,2.73
40.99329651508425,131.0376281248837,khasan,73.67,91,82,4.29
30.60175979310137,101.69335900398754,yaan,71.24,96,82,3.38
8.18759954780562,64.9208088597369,kavaratti,82.4,79,93,25.7
44.78244625950399,42.749933790710536,severnoye,53.6,94,22,4.29
58.55638705955924,108.93847893716821,alekseyevsk,66.97,45,0,3.49
69.08290504631701,77.86928518525919,tazovskiy,49.13,82,0,11.12
48.611826581006106,133.8360582862332,smidovich,64.45,80,100,11.32
16.94826013177268,111.07655532933394,wanning,58.75,87,50,1.12
68.22265342761152,139.85868796657792,deputatskiy,64.56,43,64,6.22
66.62383605403757,68.40239794184903,aksarka,47.8,93,97,9.26
61.15132092059586,90.72955099776577,teya,86.88,62,40,11.41
67.24732680195447,172.37477864878085,komsomolskiy,45.48,96,99,11.97
69.22726728367061,31.160865535975113,pechenga,51.65,82,98,8.16
29.100408696150595,56.36407095584469,baft,53.38,31,0,8.08
45.147732295771156,86.6562523262418,shihezi,79.66,18,0,10.04
49.97887305990822,136.68163879887115,elban,67.53,60,100,13.56
19.240550768349074,130.65928956685568,itoman,83.7,83,75,23.04
67.51875570623774,53.84894168454425,iskateley,44.78,84,100,16.02
23.817488280326266,116.35584590532574,rongcheng,80.81,80,0,1.63
21.39190739613568,106.53435103972888,bac giang,78.8,100,20,3.36
15.57720784134897,101.48194010276269,bamnet narong,73.7,95,58,9.51
60.09946455215449,49.94931307986756,raduzhnyy,52.28,82,8,7.27
1.882855853464338,101.36043373656075,dumai,74.28,90,97,2.91
62.56097237289483,61.1169884639116,ous,50.36,83,97,6.2
72.923751059694,12.677584732847118,gravdal,59.7,77,49,19.46
3.4766392326005024,101.86393263466292,bentong,80.82,88,75,2.24
58.45108196969447,68.85392627188578,vagay,46.61,98,22,4.23
52.502940938469166,39.90150842415037,gryazi,66.2,88,20,13.42
34.17058532951546,113.65680870542649,yuzhou,82.4,78,66,4.47
64.77536844965822,127.28190610937362,sangar,62.33,67,0,7.11
11.957237668114773,108.19453003955996,da lat,69.04,98,100,0.67
57.32154392003296,30.259933018779048,krasnyy luch,64.4,88,75,15.66
32.501189732408946,32.22672730028624,damietta,80.6,83,0,11.41
30.24938319233049,84.36883385641092,pokhara,56.51,83,99,2.57
68.408230244923,74.30669610684943,pangody,50.11,86,0,14.03
28.80882660332893,63.32838715611561,dalbandin,76.49,44,59,3.56
51.786936186603334,27.70085310030567,druzhba,59.99,83,76,5.57
63.42716434642155,141.0708332483255,ust-nera,58.4,58,65,4.27
37.2661649087106,121.11081396381218,fushan,82.36,84,7,9.35
57.38462388676306,156.31174423336876,tigil,65.84,49,69,13.53
58.36858723480955,51.03934286604927,kosino,60.35,93,0,2.24
64.29313486646708,114.12488676892781,mirnyy,61.37,93,100,9.82
19.983068735826457,13.158870022807127,bilma,88.64,11,76,8.84
1.824193451006273,139.6776483979294,biak,64.9,84,53,5.77
46.033437512130874,78.37932757674156,ushtobe,79.54,13,17,7.38
7.369840556582222,50.111698241757445,eyl,74.37,66,98,29.71
51.49884190428614,140.82130843455113,de-kastri,64.87,52,28,2.89
27.3644240926819,160.13372167940645,hasaki,88.43,74,20,8.05
21.75059265857201,45.88106020077736,riyadh,86,16,0,8.05
56.18719416361921,43.198079688535294,volodarsk,62.13,88,0,4.47
10.72724639202852,23.825927511181547,birao,70.79,94,100,8.97
27.490428890998764,63.2450797823877,turbat,82.67,71,51,3.44
7.470524532188251,48.73180586968117,garowe,73.22,62,50,25.84
21.665613951436274,114.0339508369822,zhuhai,66.2,93,40,6.71
53.00296240911713,4.34912187258292,den helder,59.36,93,90,2.24
65.83195060012669,52.63356130268472,ust-tsilma,46.49,89,93,7.36
37.87530552067368,46.21122785766583,tabriz,66.2,52,40,18.34
68.930755342214,20.231382444772535,skibotn,48.11,87,40,12.75
43.74042493053539,135.52802972115313,olga,81.99,60,1,8.05
43.79258268752902,143.26053277060896,mombetsu,59.74,100,75,9.17
3.0411031937384827,156.48418009382416,namatanai,77.79,77,100,3.29
31.203059077672226,104.98460635466083,tongchuan,71.6,94,90,8.95
23.093249304322285,15.938715684332735,marzuq,80.11,40,54,4.03
50.164963835742256,69.41291779288579,atbasar,51.92,84,54,7.81
20.641521919016558,99.52954928615065,mae sai,80.6,94,40,3.36
69.33115202732753,177.07657662359995,leningradskiy,41.81,92,73,16.46
40.095717192176686,77.67620082345162,shache,82.99,56,0,0.92
34.97710970692197,114.86241451164375,kaifeng,82.4,78,79,4.47
29.386074564535335,67.73812675880937,dhadar,87.04,60,33,15.5
56.49790840205568,40.61821667440223,suzdal,62.11,95,100,13.71
54.183476938308964,22.824982088342733,suwalki,56.21,91,44,7.38
21.593658300769818,84.39403412772117,kochinda,75,92,89,5.66
62.61935735853793,96.47632019396656,baykit,65.89,52,9,3.65
4.520579631430918,76.31908796241918,male,62.17,95,0,9.06
28.056689298659137,20.201780410680886,awjilah,76.06,58,0,13.27
34.342430556245496,109.55718242194801,weinan,71.6,94,90,8.95
44.36907472796707,73.34882631104239,shu,77.34,21,70,12.68
74.29136687510805,20.683134120158407,skjervoy,48.99,85,5,4.34
63.513979484361116,98.30685520095935,tura,67.12,53,0,3.65
59.00334588536588,168.3616606646541,tilichiki,56.17,77,100,1.16
4.371203422422995,22.220063129132047,gambo,66.63,98,39,0.45
63.24080144591869,80.42063945023115,tarko-sale,48,93,0,9.82
29.628084422347236,32.513654023529504,suez,74.73,76,0,9.19
25.64546804008124,75.48366448591533,devli,89.01,5,26,14.25
16.84662521189209,80.57461693095239,kondapalle,78.8,88,40,8.1
36.742955586127955,39.887085418772294,viransehir,79.57,23,0,10.65
82.3890411750797,28.363842242027502,mehamn,41.39,85,100,7.92
21.849309391585894,83.50058152560665,raigarh,74.24,91,89,6.58
5.250733535122105,11.353729428795521,bafia,66.07,97,98,3.18
41.000444620356376,113.42832300382422,jining,80.38,88,67,6.96
5.818258829561529,16.589728575837345,bozoum,67.66,80,100,6.08
57.13500949052549,123.55503336427682,neryungri,70.01,50,1,1.7
27.779422495306672,133.95222437014806,naze,72.46,97,84,4.12
43.788901175018744,144.90539060856787,shibetsu,62.6,93,75,11.41
64.38130111878678,177.25987946429473,anadyr,57.09,76,40,8.95
14.737859553372251,120.153887412007,sabang,82.99,85,99,10.38
1.4571976303069223,103.42800011963806,pontian kecil,81.5,94,75,2.24
44.48529204507101,130.9265690301475,suifenhe,67.96,93,100,4.63
36.641099837540466,102.1640883319246,xining,48.72,72,0,1.34
23.311435047896303,90.03740760840091,char bhadrasan,80.6,88,75,6.93
57.51540505865597,1.6411313916655068,peterhead,50.05,53,40,21.92
62.12724607842387,58.12785441047753,vuktyl,47.73,92,96,9.91
47.29554483987967,130.61413812394707,hegang,58.64,98,100,16.22
32.6120868027582,140.1593307069773,shimoda,86.4,79,20,14.99
53.40464292905285,5.717837886858559,leeuwarden,56.03,100,67,1.12
54.559197329890225,38.22155438837342,kashira,62.6,88,75,17.9
49.62086016344818,17.079083042648374,litovel,60.62,82,0,5.82
42.917543972063676,51.44233929108279,kuryk,76.64,29,0,9.89
63.205783886226676,154.51199689073692,dukat,70.52,49,90,4.83
13.342847735171567,7.337057939810974,madarounfa,78.35,77,37,13.27
34.257096441419876,140.03856743899806,tateyama,91.13,62,40,2.24
47.146547979894514,114.32668598303567,baruun-urt,59.25,88,100,11.32
70.0225581151226,15.076283415595457,myre,60.03,93,100,2.24
18.66874011975304,98.56137514118237,pa sang,80.91,83,75,5.17
33.55750385104731,108.22877348766387,yuxia,71.6,94,90,8.95
3.2941018569410785,91.87344380737358,banda aceh,83.33,80,100,21.7
41.27461469627605,35.56365409476152,vezirkopru,55.15,82,0,1.12
16.096083054395404,47.076121098422384,sayyan,73.6,58,87,3.22
55.03334835248584,80.48138602152588,kargat,56.12,74,91,5.61
18.938764507221645,16.458775536576425,faya,68.05,59,20,10.29
18.25004447910007,85.92850427711478,gopalpur,80.35,90,92,9.69
43.778489891259646,117.79336683145789,chifeng,70.3,61,49,4.97
72.90631175218081,24.93726868515824,havoysund,44.6,81,40,13.87
36.237355468097384,63.92877099468372,dawlatabad,71.99,25,0,9.62
58.439076973325086,95.98137139021114,motygino,61.34,89,100,2.24
12.625673953881108,27.545736566943635,umm kaddadah,81.19,62,4,19.95
30.252213739191543,85.76978838315664,kathmandu,69.8,94,75,3.36
64.91929071066944,108.74720782864189,aykhal,66.2,45,0,4.47
22.433887756222763,88.39823623172954,rajpur,82.67,75,95,18.59
65.79909902038331,30.519484017092363,pyaozerskiy,46.88,87,87,8.03
55.723225590163466,81.09081017893587,chulym,55.34,67,50,3.62
1.0581534761677813,93.81734672488442,meulaboh,81.71,80,96,10.04
53.947276853647516,87.05310266210168,novokuznetsk,58.55,96,29,4.41
22.108973216729705,28.999469614261926,aswan,86,19,0,3.36
1.5057226735623397,145.07169570644052,lorengau,79.82,83,98,11.48
48.3989531102932,137.21758366076958,mukhen,70.57,62,100,7.09
63.85611335331604,118.84704307224749,nyurba,66.79,62,10,3.87
10.988188831219533,0.3747367000242563,dapaong,75.02,91,100,9.55
50.462589045612596,56.39338816263285,aqtobe,53.6,62,0,8.14
45.77318682641164,14.996931278104533,straza,69.91,88,20,14.99
54.121151436989656,66.3959082475404,polovinnoye,46.99,95,38,7.83
62.86720595818677,103.63579672861245,vanavara,64.33,54,0,6.2
48.665776542624,60.05628450395315,emba,73.22,60,0,5.82
54.16209604874006,123.39980744003637,takhtamygda,72.59,47,0,1.21
48.55845351210016,134.76429297571232,nikolayevka,75.25,61,0,5.01
24.514930271374627,94.80578227296617,yairipok,69.56,97,31,1.19
8.374222940769549,59.80863527829102,bandarbeyla,75.14,63,22,28.52
22.781085986546515,41.39970326325234,mecca,85.3,44,40,3.74
12.545082909288256,44.73588043309513,aden,92.57,47,16,2.95
13.632603698019981,6.792604826940403,tibiri,78.35,77,37,13.27
26.48153548591731,124.87381944134059,hirara,81.36,94,75,28.86
34.57708665826684,12.866833566643784,tripoli,71.94,73,0,6.93
62.928429624501796,13.979451697692602,ostersund,53.94,93,33,3.36
49.350211707634905,28.872455934954388,turbiv,59.43,89,55,6.38
48.17545717819964,36.01743924286812,novomykolayivka,66.67,88,29,5.5
9.322987532723934,41.975780126129244,harer,67.82,82,90,4.7
40.33479200069222,61.7638824124188,gazojak,73.34,30,0,10.96
5.907659722345482,117.94309764766439,sandakan,80.46,78,75,5.82
32.7268891727994,92.3829172566654,lasa,73.08,60,0,5.82
2.4817965014018406,65.10552663689174,kudahuvadhoo,83.69,77,100,13.58
61.51763588010063,11.089060523101375,koppang,48.99,94,82,1.01
23.49121821730711,118.32204294749828,xiamen,87.8,70,0,6.71
5.7802099172459425,12.836801484128305,tibati,63.89,97,99,2.66
7.19065830472894,75.94836320833686,manavalakurichi,77,94,75,9.17
37.70865058924361,38.48122915033978,kahta,78.8,29,0,8.05
62.279834560952445,86.34271910218423,turukhansk,60.78,96,54,4.12
38.396704073963406,66.23908813424616,koson,80.6,21,0,16.11
51.83836424607879,111.91574892627735,mogzon,55.47,97,93,2.59
43.24376749195082,77.56749432298443,esik,77,27,75,8.95
3.7339197528915635,110.05590757162376,kuching,77.54,83,75,3.36
51.16194065573417,39.97238983029801,bobrov,68.23,63,90,14.54
49.61453880533435,118.52662137123957,oktyabrskiy,63.97,88,75,15.66
1.1310836369160882,161.617301857703,kieta,82.27,69,93,4.92
54.03124881323037,85.82520994565742,salair,54.48,86,9,4.63
4.353712312059437,26.6341416817435,obo,68.16,98,80,3.44
10.067891896229446,127.74926807188798,pilar,51.28,54,0,12.75
18.96713115624651,118.7753422729245,davila,78.8,100,90,13.87
15.232418550917163,37.66078259289087,barentu,69.6,90,53,5.5
64.43835040437105,137.8375683909226,khandyga,62.6,72,98,8.68
0.848942917634552,10.964297180443479,acurenam,67.71,93,98,4.63
50.71230926495345,158.57561738881714,ozernovskiy,47.3,98,100,8.5
57.17552946960968,103.37655263606926,rudnogorsk,64.58,46,2,3.22
23.382686722006824,73.86198632736127,galiakot,77.2,92,100,13.47
13.196096805883318,78.68968897282589,palmaner,73.49,75,99,21.27
12.589563610196562,76.14985158966518,konanur,68.03,94,100,8.23
55.583796049098865,120.75082166225883,tupik,68.12,55,0,2.08
48.53248697343737,34.926663038938585,spasskoye,57.56,94,73,11.03
59.78146516418404,74.74910023176388,lokosovo,48.77,89,0,6.53
71.6828970515881,3.863518995024624,bud,54.23,82,100,3.36
26.762470297240814,112.6786727983236,hengyang,82.51,82,4,9.01
11.219036460155092,95.13129875900322,port blair,83.01,80,100,22.17
51.49872831252456,30.304733430564887,lyubech,59.45,93,6,9.19
25.26371364317371,78.4857056285915,babina,79.16,85,99,15.52
46.324903504375555,25.987673898302404,ciucsangeorgiu,64.99,84,77,1.19
27.27164162931232,117.30611488976943,shaowu,80.87,80,1,3.31
38.28231135747207,103.36406313416909,wuwei,72.05,30,1,9.78
63.44618754871085,160.60657325060666,evensk,60.2,66,82,3.89
18.690143804275237,58.116958972633014,ibra,87.65,30,66,1.01
28.876293128715723,114.8917643825869,xinyu,83.42,81,0,1.68
58.9350456557237,44.90293672116381,georgiyevskoye,60.96,77,0,2.89
34.81887622975144,4.911584490428355,tazmalt,75.2,64,0,4.7
32.74723737929772,29.17615379825854,alexandria,77.43,42,18,4.63
71.09564113749956,69.71434318816564,yar-sale,50.63,93,75,12.44
48.03624012560432,121.42158067899548,zalantun,58.35,94,99,7.94
23.60627370638015,64.17249026976776,ormara,81.8,78,77,8.81
32.239551790649095,132.5218093841762,sukumo,81.79,76,100,3.49
41.84214133343038,131.53837043336995,zarubino,69.04,98,100,3.58
61.71976621612263,111.49318862414921,chernyshevskiy,65.1,54,0,4.59
30.953026787643104,46.71979033707727,khorramshahr,91.2,21,0,16.11
62.3467417671869,67.06216400546364,oktyabrskoye,53.33,93,0,4.47
58.31839688695808,19.490033145881124,visby,60.55,93,3,3.36
41.76850339585596,141.74573166934442,mutsu,83.23,78,75,13.87
40.765474437554346,29.083105936622054,yalova,66.54,94,0,6.93
7.48706241085711,67.19139449537927,kulhudhuffushi,84.11,77,100,18.84
29.784466332830167,70.23820078345594,dajal,87.96,56,30,6.62
63.372248809977165,65.79212831441275,andra,50.36,88,100,9.6
45.472731287558396,108.65480439724547,darhan,59.41,79,100,2.77
39.156589784316836,36.55155910444938,sivas,48.07,93,0,6.93
56.860588429742904,9.839823042797365,stovring,57.79,97,72,9.55
14.44803906659093,126.06432609348028,gigmoto,84,76,100,24.92
31.99751997655274,82.51400815415401,jumla,53.8,97,100,3.04
53.2789478612539,1.1202566013579651,norwich,65.39,88,63,8.05
21.370038996861123,54.077148535176875,abu dhabi,91.4,79,53,4.7
17.37800318708734,42.41480696257067,sabya,87.8,84,40,4.7
44.53477886629039,3.900491837315625,mende,62.09,75,16,2.84
36.029480231939864,136.44620111876625,katsuyama,89.6,59,20,3.36
38.711627570309226,69.57139064587837,obigarm,49.44,45,0,2.77
0.872038280043832,116.55233442534438,bontang,76.84,81,96,4.27
58.42233094350223,138.17308019705607,ayan,52.19,58,0,4.32
15.586828267952063,102.80665167874307,phon,77.83,85,93,9.31
35.18857014226146,6.598952585948281,constantine,77,53,20,1.3
65.22023229833076,28.93972517438032,kuusamo,41,100,0,2.24
34.003322154864485,95.14730671354387,along,59.83,92,62,4.68
6.816830533667528,99.0412227612587,kantang,77,88,20,5.82
11.632752513055113,105.4393801918102,kampong cham,78.4,89,100,3.18
49.67966296899959,34.5373846603151,poltava,64.16,90,24,4.63
9.38788399739391,113.39270414654312,balabac,84.52,73,100,10
29.556926676828194,118.087822331117,wucheng,79.5,90,47,4.61
59.24138720956423,115.18299102331447,kropotkin,65.03,53,0,4.72
59.00722756982103,92.06154879007849,yeniseysk,63.39,92,100,1.92
66.45003191198639,48.269192670262576,leshukonskoye,42.58,96,44,3.22
41.568390045310025,32.17209840624796,zonguldak,73.54,70,0,6.4
35.524123960437564,39.88195911004858,abu kamal,77.56,36,0,18.61
19.96983369018824,115.64691148564265,jieshi,91.99,71,2,1.01
65.84611761691518,129.20123164966816,batagay-alyta,51.2,80,99,8.55
18.763026295690263,9.03307013412631,arlit,96.17,8,26,9.82
40.51757726830808,56.95017719703436,gazanjyk,83.8,23,24,15.43
29.23710993698449,87.1813822430838,khandbari,57.05,90,96,1.79
53.19739837900256,15.57720295115539,choszczno,59.22,77,0,4.7
61.064931055241544,144.17508743109323,okhotsk,61.28,65,0,2.95
35.707260574052626,107.20407561069248,pingliang,63.39,61,97,4.27
15.776924047669427,0.9390159022975753,ayorou,90.86,37,45,7.65
52.317617454322864,88.38610888823283,tashtagol,61.1,79,73,1.36
44.5759475950048,111.44563409265773,erenhot,65.64,61,100,2.24
9.157178493191754,109.70177360101984,phan thiet,76.13,93,100,7.05
65.14606482440256,79.56822049304235,urengoy,53.09,77,0,9.08
40.15077890447393,126.66756097083774,linjiang,70.61,82,6,4.07
47.75261837307659,42.60052596889764,dubovskoye,69.11,43,2,7.16
18.07859571281753,73.57305238128119,mahad,81.39,83,100,21.34
34.877654405367046,62.682522674173974,herat,72.73,23,0,30.87
51.6047609885595,87.59972099846877,turochak,58.62,94,28,1.16
59.93522271721661,96.8889953129193,boguchany,64.04,60,63,0.47
33.14282189376836,103.5435199279313,jiangyou,66.56,90,89,3.91
40.10738901108471,31.737915686831762,bolu,60.62,50,0,2.95
21.517471362274318,55.513763287470375,nizwa,86.47,38,63,0.67
59.58266923717402,0.8104039214286751,lerwick,51.8,87,43,6.93
54.8318994787098,121.34055963948514,yerofey pavlovich,71.8,48,0,1.5
58.26857477486611,32.510505702770786,kresttsy,57.85,94,100,12.15
37.46367765139621,133.01707983035988,sakaiminato,86.95,66,75,3.36
60.678359465604366,131.481837604886,amga,63.86,76,95,3.91
62.08181953817134,129.76236957939733,markha,50.81,61,90,2.75
